id,(Intercept),GroupP,GroupT2DM,GroupT2DM_P
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera,5.332018085262341,0.13077849103383632,0.29678550927032293,1.9086985728654806
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter,22.407831612140157,0.7273608499200562,0.15893747598127722,0.028085215760797592
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;__,12.33931111585753,1.7406827519070676,-0.5553071321805704,-2.577642669620659
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium,18.764235958504514,-1.154759186104167,-2.472966858841041,-3.402267719842902
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella,8.252215644212741,-0.5340290927218414,-1.0287824417994598,0.7267526580080669
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Eikenella,14.330960907594136,-1.1714435721952514,-0.030343032970764624,-0.7975276397784291
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Parvimonas,10.5176946588256,-0.034608146364582336,-0.4275185520824018,-0.8873633242600268
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas,9.609950332016046,1.2037205831079583,0.6318634057855173,-1.0208451260555516
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__,3.4930180691056876,0.2655116710943519,-1.0559614971972178,-0.5903320777280029
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014,5.7595917349957055,1.701317819548293,-0.22721661537118384,0.23343811971527859
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Centipeda,17.25051770822402,0.08191207905387221,-1.6904229237255028,-1.4236128387303975
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia,11.808441287305977,-2.0186634836090933,-1.2137526881784473,-0.6926116663325436
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,11.469178080350321,-0.5946589825241644,-0.7621603115191914,-0.996743133476266
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium,3.7738248814311,1.8418009909008546,1.0152670676960767,0.8065848612965868
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Pseudopropionibacterium,15.18468362869891,-1.2057727921531542,-1.849654465180409,-3.300217930586585
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_brachy_group,7.269371451717467,-1.7873162932009543,-0.49283273987951043,-1.1760988642416972
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter,6.457796467034952,1.248711129524359,1.033943316276747,-0.8586897150638347
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium,6.326897559598453,3.0903455585911495,0.1929958824753995,1.1536436176949716
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium,4.1726375386796715,0.5883092885708875,-0.3011999525842859,1.053585239415191
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__uncultured,2.3373843040271556,1.2077662397235134,1.8762841629910687,4.013293329728138
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella,12.874699153367063,-0.17631591284879145,-0.9994656151438815,-2.6487735282830855
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__,7.355959600023079,-1.244154923595667,-1.1663475517129311,-0.8344948025367881
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058,26.66917732545059,-0.6346709824168071,-2.438715409618671,-3.010410353603284
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella,17.70119047355804,-2.6783588225312305,-2.615498528748526,-3.590609737303545
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_nodatum_group,6.104570826997649,0.9294693201935372,-0.13449277020342243,-0.57283758671791285
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptostreptococcus,12.32584144362758,-0.7789752787613584,-1.1390679075943342,-1.4460152641344088
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonellaceae,5.123993236271135,-0.19572706860520375,-0.03936949065919677,0.5880499574018716
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema,18.979283239255945,-0.023774481375880677,-1.8052232438273752,-2.369593393976747
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia,5.048452504525894,0.10959203658260235,0.5971713479172971,-1.0173334456051697
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia,4.352514317831524,-0.7136280343902585,-1.5887226961079683,-0.3500802465730924
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__Absconditabacteriales_(SR1);g__Absconditabacteriales_(SR1),6.475434121222402,-0.08637204343401497,-0.17335624819004486,-1.4938995956544874
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;__,3.2522168271956504,-0.7825843143312036,-1.2308942292884313,-1.794166117043977
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria,2.0405085286619693,0.7833357424901081,0.42760375182358573,-0.20959435526636994
d__Bacteria;__;__;__;__;__,3.2441952375087877,-0.6145367037839817,-0.8996656313534982,-0.4427676989901243
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Howardella,2.91712817815115,-0.34213357025641916,-1.502299810236134,-1.0519737357351377
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Mogibacterium,2.440190284809873,-0.11801324790486259,-1.3911340695345462,0.0568481671361821
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobium,2.288627468578905,0.3754956482929741,-0.048749404257284405,0.2071627705188176
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Actinobacillus,4.384890247677741,-1.4995237110386601,-1.1483799764550453,-2.745736864455725
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales,4.916500177229188,-0.3163514032943477,-0.9680501680033561,0.035797249659713586
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;__,0.7988285020530584,-0.49135156854699336,0.9895996755972063,0.9781730619113068
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Fretibacterium,7.6671911657451295,0.008578646016842155,-0.8119680274687152,-1.3509108933707044
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Filifactor,6.036929983895704,-0.8214674883492749,-2.0907380846424495,-1.786037919526013
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus,7.641821071193684,-1.3634715948000191,-2.6625758851989527,-2.7417958513182064
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__JGI_0000069-P22;f__JGI_0000069-P22;g__JGI_0000069-P22,3.011112311009129,-0.283666411591965,-0.5343475691404028,-0.839311357409301
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__uncultured,3.1668707282398194,-0.6604575977686518,0.3110245361476699,-0.4667473097270615
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio,-0.8851916402346767,2.1916661719098136,3.848383312495203,3.0436765614452796
