# Constructed from biom file
#OTU ID	SRR32802211	SRR32802215	SRR32802231	SRR32802240	SRR32802204	SRR32802246	SRR32802236	SRR32802210	SRR32802221	SRR32802189	SRR32802191	SRR32802200	SRR32802196	SRR32802219	SRR32802213	SRR32802209	SRR32802198	SRR32802190	SRR32802193	SRR32802199	SRR32802222	SRR32802205	SRR32802208	SRR32802225	SRR32802201	SRR32802227	SRR32802228	SRR32802194	SRR32802237	SRR32802224	SRR32802207	SRR32802239	SRR32802192	SRR32802197	SRR32802188	SRR32802216	SRR32802223	SRR32802212	SRR32802202	SRR32802206	SRR32802232	SRR32802244	SRR32802226	SRR32802203	SRR32802195	SRR32802229	SRR32802245	SRR32802218	SRR32802187	SRR32802220	SRR32802230	SRR32802242	SRR32802238	SRR32802217	SRR32802233	SRR32802243	SRR32802241	SRR32802235	SRR32802234	SRR32802214
311adde150b80d66f1001baf55bdd22c	934.0	577.0	0.0	1837.0	525.0	139.0	0.0	1259.0	554.0	1545.0	3641.0	2686.0	60.0	808.0	2275.0	2030.0	736.0	588.0	1746.0	2397.0	620.0	1641.0	2124.0	0.0	1191.0	977.0	2281.0	1476.0	2816.0	235.0	695.0	2774.0	0.0	0.0	5153.0	1500.0	1396.0	587.0	9.0	9699.0	0.0	559.0	2615.0	160.0	0.0	2610.0	5926.0	1231.0	1858.0	3693.0	213.0	3976.0	3334.0	3842.0	802.0	1566.0	5342.0	1617.0	804.0	614.0
e18dd61abdadd09789a7eb93492b92c1	902.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	183.0	0.0	13.0	382.0	64.0	0.0	950.0	245.0	316.0	547.0	24.0	188.0	0.0	0.0	46.0	156.0	48.0	33.0	0.0	95.0	0.0	380.0	84.0	7.0	0.0	158.0	0.0	2.0	933.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	208.0	0.0	1180.0	0.0	100.0	32.0	0.0	0.0	42.0	1.0	0.0	0.0	0.0	0.0	3802.0
01c2adc7fb5dc56f1aad233e332c18a9	892.0	2.0	0.0	11.0	4.0	0.0	3.0	6.0	4.0	0.0	0.0	39.0	0.0	3.0	0.0	14.0	67.0	291.0	0.0	10.0	0.0	135.0	0.0	2.0	247.0	0.0	4.0	8.0	98.0	4.0	22.0	0.0	6.0	0.0	4.0	0.0	97.0	0.0	22.0	0.0	27.0	2.0	91.0	52.0	273.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	4.0	6.0	43.0	0.0	0.0	0.0
7560a70c85917e945f152cd065607fb6	655.0	442.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	637.0	0.0	0.0	428.0	0.0	107.0	0.0	387.0	186.0	0.0	0.0	1253.0	0.0	0.0	354.0	1852.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	2088.0	0.0	1544.0	0.0	0.0	485.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8ad80066f9e0fb389bbe12cf925269a4	585.0	111.0	0.0	79.0	0.0	0.0	0.0	0.0	819.0	0.0	0.0	173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	351.0	0.0	0.0	0.0	629.0	0.0	440.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2745.0
c8f33fd9caad60ca55901a51c66d0953	540.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8778.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d7ddd97e30ecda6077c5969851a4f520	504.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271.0
8ab641d7dee7193312ae4296aed6153d	489.0	13.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	49.0	27.0	0.0	0.0	9.0	29.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	756.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	8.0	0.0	0.0	0.0	0.0	0.0	415.0
7d95b9f982430ae70cee1046770bbc0c	472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81620a88052950ca7ede6eae8ec6df8a	464.0	724.0	0.0	0.0	0.0	23.0	168.0	1351.0	76.0	530.0	0.0	22.0	783.0	8.0	335.0	592.0	719.0	164.0	1067.0	135.0	8.0	54.0	99.0	0.0	55.0	0.0	17.0	533.0	251.0	13.0	25.0	111.0	250.0	0.0	172.0	12.0	1.0	125.0	38.0	346.0	4.0	1632.0	0.0	90.0	0.0	690.0	651.0	605.0	29.0	0.0	279.0	389.0	67.0	192.0	118.0	2781.0	384.0	112.0	0.0	522.0
